1.000666	0.000012
1.000762	0.000012
1.000858	0.000012
1.000954	0.000012
1.001050	0.000012
1.001146	0.000012
1.001242	0.000012
1.001338	0.000012
1.001434	0.000012
1.001530	0.000012
1.001626	0.000012
1.001722	0.000012
1.001818	0.000012
1.001914	0.000012
1.002010	0.000012
1.002106	0.000012
1.002202	0.000012
1.002299	0.000012
1.002395	0.000012
1.002491	0.000012
1.002587	0.000012
1.002683	0.000012
1.002779	0.000012
1.002875	0.000012
1.002971	0.000012
1.003067	0.000012
1.003163	0.000012
1.003259	0.000012
1.003355	0.000012
1.003451	0.000012
1.003547	0.000012
1.003643	0.000012
1.003739	0.000012
1.003835	0.000012
1.003931	0.000012
1.004027	0.000012
1.004123	0.000012
1.004219	0.000012
1.004315	0.000012
1.004411	0.000012
1.004507	0.000012
1.004603	0.000012
1.004699	0.000012
1.004795	0.000012
1.004891	0.000012
1.004987	0.000012
1.005083	0.000012
1.005179	0.000012
1.005275	0.000012
1.005371	0.000012
1.005467	0.000012
1.005563	0.000012
1.005659	0.000012
1.005755	0.000012
1.005851	0.000012
1.005947	0.000012
1.006043	0.000012
1.006139	0.000012
1.006235	0.000012
1.006331	0.000012
1.006427	0.000012
1.006523	0.000012
1.006619	0.000012
1.006715	0.000012
1.006811	0.000012
1.006907	0.000012
1.007003	0.000012
1.007099	0.000012
1.007195	0.000012
1.007291	0.000012
1.007387	0.000012
1.007483	0.000012
1.007579	0.000012
1.007675	0.000012
1.007771	0.000013
1.007868	0.000013
1.007964	0.000013
1.008060	0.000013
1.008156	0.000013
1.008252	0.000013
1.008348	0.000013
1.008444	0.000013
1.008540	0.000013
1.008636	0.000013
1.008732	0.000013
1.008828	0.000013
1.008924	0.000013
1.009020	0.000013
1.009116	0.000013
1.009212	0.000013
1.009308	0.000013
1.009404	0.000013
1.009500	0.000013
1.009596	0.000013
1.009692	0.000013
1.009788	0.000013
1.009884	0.000013
1.009980	0.000013
1.010076	0.000013
1.010172	0.000013
1.010268	0.000013
1.010364	0.000013
1.010460	0.000013
1.010556	0.000013
1.010652	0.000013
1.010748	0.000013
1.010844	0.000013
1.010940	0.000013
1.011036	0.000013
1.011132	0.000013
1.011228	0.000013
1.011324	0.000013
1.011420	0.000013
1.011516	0.000013
1.011612	0.000013
1.011708	0.000013
1.011804	0.000013
1.011900	0.000013
1.011996	0.000013
1.012092	0.000013
1.012188	0.000013
1.012284	0.000013
1.012380	0.000013
1.012476	0.000013
1.012572	0.000013
1.012668	0.000013
1.012764	0.000013
1.012860	0.000013
1.012956	0.000013
1.013052	0.000014
1.013148	0.000014
1.013244	0.000014
1.013340	0.000014
1.013437	0.000014
1.013533	0.000014
1.013629	0.000014
1.013725	0.000014
1.013821	0.000014
1.013917	0.000014
1.014013	0.000014
1.014109	0.000014
1.014205	0.000014
1.014301	0.000014
1.014397	0.000014
1.014493	0.000014
1.014589	0.000014
1.014685	0.000014
1.014781	0.000014
1.014877	0.000014
1.014973	0.000014
1.015069	0.000014
1.015165	0.000014
1.015261	0.000014
1.015357	0.000014
1.015453	0.000014
1.015549	0.000014
1.015645	0.000014
1.015741	0.000014
1.015837	0.000014
1.015933	0.000014
